node_x,node_y,common_neighbors,social_distance,I_stress,S_spec,delta_E,delta_L,delta_C,fiedler_before,fiedler_after,fiedler_change,score,network_name,distance_group
1817,1250,1,2,0.0031583213900931864,1.2052032793035623,-0.038176480198671925,-8.599931200548028e-05,-0.00048519640546584863,3.5823512135575633,3.611674470687375,0.029323257129811875,1.0,Facebook,2跳(有共同好友)
3774,3657,1,2,0.01729971122449928,1.3601996208071971,0.12580472171791257,-0.002016129032258007,-0.005807092111146828,0.9999999999999919,1.1178142750034508,0.11781427500345887,1.0,Facebook,2跳(有共同好友)
2747,3105,1,2,0.024084978376261317,1.5400853338996767,-0.15005748430908739,-0.0030769230769231992,-0.004994876917953861,1.0762709677337412,1.2115010749557407,0.13523010722199946,1.0,Facebook,2跳(有共同好友)
2014,2528,1,2,0.029154344657349056,1.3420440147928283,-0.01152216215947277,-0.006535947712418277,-0.016807312150449394,0.9999999999999993,1.199411265674596,0.19941126567459677,1.0,Facebook,2跳(有共同好友)
2459,1718,5,2,0.0025432277060214096,1.1409303049790496,0.014257311852702514,-0.0023586114956672954,-8.721134409239717e-05,1.042227213926554,1.0463572776149517,0.004130063688397634,1.0,Facebook,2跳(有共同好友)
1222,1463,6,2,0.003618224946115551,1.3229160769475816,-0.11821588303064345,-9.192866335716587e-05,-0.00019559396196633383,2.988990955175515,2.989112896580338,0.00012194140482302274,1.0,Facebook,2跳(有共同好友)
3325,3150,1,2,0.004732993873633389,1.2583905926409769,-0.15994662273811855,-0.00016989466530747954,-0.0007387021041174169,0.9999999999999809,1.0601878206989377,0.060187820698956784,1.0,Facebook,2跳(有共同好友)
2381,2390,1,2,0.0022514587552215355,1.2718171776646419,-0.016467455559677546,-3.933136676503857e-05,-0.00018328254119148735,3.458153713342062,3.484870839844146,0.02671712650208402,1.0,Facebook,2跳(有共同好友)
1778,1287,1,2,0.004602411396035401,1.2119283696487073,-0.008600574194076671,-0.0001831501831501825,-0.00039905240867721403,1.6244691153217412,1.664304212011987,0.039835096690245875,1.0,Facebook,2跳(有共同好友)
2609,2154,2,2,0.0019183673694253413,0.9634348428158583,0.2034607610250987,-4.600662495390928e-05,-0.00021855181937646684,4.606122558040765,4.633692839364783,0.027570281324018175,1.0,Facebook,2跳(有共同好友)
1644,1580,8,2,0.0016326529597810448,0.5581302527676241,-0.21503735311762284,-9.447331128953351e-05,-0.00014318753129749506,3.960069435148705,3.9602686770437487,0.0001992418950438335,1.0,Facebook,2跳(有共同好友)
2680,3402,1,2,0.007850413076209586,1.3621504312785255,-0.010468118317390918,-0.0004262574595055302,-0.0012765072377975972,0.9999999999999893,1.0791187152744763,0.079118715274487,1.0,Facebook,2跳(有共同好友)
1262,1537,1,2,0.022660675379601848,1.1052879722753646,-0.3968176616695942,-0.0043290043290042934,-0.015918584339636888,1.6671617118383457,1.9601082489744481,0.2929465371361024,1.0,Facebook,2跳(有共同好友)
3617,3946,3,2,0.01322437419932019,1.1681756131499828,-0.11313864038206134,-0.0015873015873015817,0.0008704870837223933,2.3925378764725167,2.7401171097448893,0.3475792332723726,1.0,Facebook,2跳(有共同好友)
1401,1317,1,2,0.01554893625293232,1.276251066907079,-0.1695145029809737,-0.0017825311942958333,-0.00379436739730854,1.120043063199568,1.2341233142575934,0.11408025105802544,1.0,Facebook,2跳(有共同好友)
2996,3112,1,2,0.008394641796440633,1.0659333027155933,-0.114590173893788,-0.0007541478129713397,-0.0022568185565328136,3.1224262108776846,3.200767795409241,0.07834158453155649,1.0,Facebook,2跳(有共同好友)
655,402,1,2,0.009083735055228562,1.1964050170497993,0.3877145102467523,-0.009424603174603252,-0.003038394507462683,2.0866998895231688,2.288013604417795,0.20131371489462646,1.0,Facebook,2跳(有共同好友)
1969,2379,1,2,0.013502687052026958,1.3889716665207095,0.04374001876375644,-0.0012195121951219523,-0.007954416491001814,3.752084459086089,4.71729795467914,0.9652134955930505,1.0,Facebook,2跳(有共同好友)
370,1294,1,2,0.005651737385077635,1.0882056885608948,0.43039556182009164,-0.005948295584534469,-0.0006276754167253706,1.8346745581469488,1.8488319037127336,0.014157345565784851,1.0,Facebook,2跳(有共同好友)
434,1967,1,2,0.017888730103026863,1.2337114596556853,0.34981362145859407,-0.026984126984126888,-0.009966419006021798,1.3334029841104191,1.9556745161760465,0.6222715320656274,1.0,Facebook,2跳(有共同好友)
2193,149,0,4,0.13369510408501298,1.8852535071965273,0.15592325039778387,0.7857142857142856,-0.00532356532356526,0.0,0.11847269287988932,0.11847269287988932,0.874856764197062,Facebook,3-4跳
603,3456,0,4,0.09024247072674499,1.28611895285463,0.16412412526449316,0.629665575150248,-0.0014379606739961526,0.0,0.06722868421626892,0.06722868421626892,0.9137096105763148,Facebook,3-4跳
1980,3180,0,4,0.06355636600111114,1.3406138677417456,0.1888092153831451,0.3947546954224095,-0.0035149634250321027,0.0,0.11490612288468281,0.11490612288468281,0.93842122275821,Facebook,3-4跳
3648,1276,0,4,0.06243681045215728,1.260139670397249,0.22603664017748315,0.309047619047619,-0.02857142857142858,0.0,0.293565342314983,0.293565342314983,0.9394724257756921,Facebook,3-4跳
2993,324,0,4,0.08667710985005236,1.3574498283936969,0.15040529296445015,0.6337417960696792,-0.0005531704905138435,0.0,0.051834416065345744,0.051834416065345744,0.9169731294286412,Facebook,3-4跳
1259,314,0,3,0.011312178752108399,1.3021118021066975,-0.014930293590623478,-0.03172924378635633,-0.0012925133762321517,0.08486456032102702,0.17053705287268803,0.08567249255166101,0.9887515633614841,Facebook,3-4跳
3910,731,0,4,0.08886979143196236,1.2985028778156558,0.13020802051380542,0.45502481389578153,-0.014358974358974264,0.0,0.1971211216632816,0.1971211216632816,0.9149647020621693,Facebook,3-4跳
126,2001,0,3,0.01803858907271338,1.2160645362782645,0.16171780647931655,-0.09974424552429673,-0.0030611984657190616,0.24170969808239026,0.3734944535826417,0.13178475550025145,0.9821231324060735,Facebook,3-4跳
2228,1356,0,4,0.09829001745913643,1.251541847616544,0.1449576667711483,0.703485324947589,-0.0014588918805104045,0.0,0.07248848546436855,0.07248848546436855,0.9063859978680167,Facebook,3-4跳
3941,895,0,3,0.04414286480479924,1.2958650528428797,0.029761939282913374,-0.12380952380952404,-0.0215873015873016,0.2162291198512529,0.44340142944156663,0.22717230959031373,0.9568172521981292,Facebook,3-4跳
1736,3357,0,3,0.003973738303730986,1.174797303409307,0.005973840720798762,-0.011493480306492776,-0.00032833197041604034,0.06465623548439116,0.12976747653852275,0.06511124105413159,0.9960341465467539,Facebook,3-4跳
3823,1485,0,4,0.07487017504011384,1.361254373226526,0.1539140904506553,0.5160730043561694,-0.0010023763294544352,0.0,0.08079462126738965,0.08079462126738965,0.9278639384081242,Facebook,3-4跳
635,2600,0,4,0.05581415193062504,1.382374295318977,0.18493218861635796,0.3540517971254413,-0.000416024560614181,0.0,0.04674084602146798,0.04674084602146798,0.9457148788435584,Facebook,3-4跳
1443,2023,0,4,0.10048962560536107,1.1591354979191812,0.09769491888704351,0.644867724867725,-0.005690883190883178,0.0,0.12271958212460914,0.12271958212460914,0.904394494909501,Facebook,3-4跳
116,405,0,4,0.11815061174138722,1.2187070338879185,0.14668776420078444,0.7404019915176103,-0.005077243018419497,0.0,0.12290951283870244,0.12290951283870244,0.8885622146336078,Facebook,3-4跳
2125,3434,0,4,0.09946758714046622,1.405713110335898,0.1419808411667418,0.757581159003329,-7.846840665648447e-05,0.0,0.01715903216439647,0.01715903216439647,0.9053192933800414,Facebook,3-4跳
1463,371,0,3,0.03714797060544943,1.1703789520836805,0.041764359035632026,-0.11029411764705865,-0.021568627450980427,0.20972315028850108,0.4303313212589114,0.2206081709704103,0.9635335501573175,Facebook,3-4跳
680,3082,0,4,0.059589439994278244,1.308965910385287,0.13033276980848996,0.4592834808649313,-0.00032410555700645993,0.0,0.04243782237213638,0.04243782237213638,0.9421512638190971,Facebook,3-4跳
1918,3073,0,4,0.09897608688735486,1.3992761493381807,0.15148006350295873,0.6638859947906233,-0.00011506817648554435,0.0,0.021576312365662487,0.021576312365662487,0.9057643674099236,Facebook,3-4跳
3845,610,0,3,0.029873664882623805,1.1322807786357485,0.1371709151415601,-0.1282051282051282,-0.01352455212104342,0.17370531312408832,0.3613692555569853,0.18766394243289697,0.9705681426436503,Facebook,3-4跳
201,3714,0,5,0.07819175999549646,1.298502877815663,0.16189252193835557,0.43176178660049636,-0.013931623931623949,0.0,0.1971211216632704,0.1971211216632704,0.9247870723745317,Facebook,5+跳
3530,124,0,5,0.13067837585097655,1.3016133787931587,0.1858341834444559,0.6717032967032968,-0.02278911564625863,0.0,0.2450130085603219,0.2450130085603219,0.8774999541867262,Facebook,5+跳
3732,2396,0,5,0.023831649493470615,1.26509536650877,0.23704176222008755,0.11858910727284777,-0.009388174567027452,0.0,0.27613196452417577,0.27613196452417577,0.9764500817873335,Facebook,5+跳
4035,2805,0,6,0.10136586926005473,1.2338306653501445,0.37147965262739646,0.38636363636363646,-0.009379509379509265,0.0,0.42971503634042946,0.42971503634042946,0.9036023720689859,Facebook,5+跳
2639,3777,0,5,0.0927919724225407,1.3465308119973354,0.12620757978139352,0.5637801066372494,-0.002998868412402267,0.0,0.10568977869012999,0.10568977869012999,0.9113830733901359,Facebook,5+跳
3965,2686,0,5,0.07453956391908023,1.2977822351242394,0.12194040617819013,0.4339080459770115,-0.014550724637681145,0.0,0.1991132531260108,0.1991132531260108,0.9281707512600438,Facebook,5+跳
2367,3444,0,5,0.04797553851610753,1.2240216413629608,0.1771739713433078,0.2973684210526315,-0.005622599917159965,0.0,0.16030707828098553,0.16030707828098553,0.9531571024294476,Facebook,5+跳
421,839,0,6,0.10446661790898358,1.3481737181152007,0.13466793704438373,0.70801393728223,-0.0025553811268097526,0.0,0.09211426095260461,0.09211426095260461,0.9008048676550566,Facebook,5+跳
3869,2650,0,5,0.10820249828756717,1.2169811526480598,0.13457857936917605,0.7406045751633985,-0.0021519906794051913,0.0,0.07682564503217297,0.07682564503217297,0.8974458467819021,Facebook,5+跳
2612,4028,0,5,0.05208731979266738,1.161791125083827,0.21242445331769488,0.2582085253456221,-0.022247308885239847,0.0,0.2874906471192239,0.2874906471192239,0.9492459752621542,Facebook,5+跳
881,178,0,6,0.12172244365503898,1.2682501215891677,0.1367053798975988,0.7192807192807191,-0.011655011655011593,0.0,0.16663052145708354,0.16663052145708354,0.8853940811465112,Facebook,5+跳
2799,3508,0,5,0.09829241554382077,1.136950908141932,0.11383013592001134,0.6316844919786098,-0.007325538911216567,0.0,0.13268766470473692,0.13268766470473692,0.9063838242802433,Facebook,5+跳
3413,4011,0,5,0.2040108666187173,1.4055751111546568,0.16945401034782037,0.8333333333333333,-0.09259259259259256,0.0,0.3271762989990527,0.3271762989990527,0.8154535099167728,Facebook,5+跳
722,1613,0,6,0.030119866073329605,1.3689780515731627,0.15307430440338976,0.2177306618930983,-0.0005075013679308737,0.0,0.06754230371230385,0.06754230371230385,0.9703292170243633,Facebook,5+跳
3190,795,0,5,0.11467249817756002,1.2754627848563307,0.11694402171826823,0.7369511648745517,-0.004479707169335656,0.0,0.11548728963719053,0.11548728963719053,0.891658115751468,Facebook,5+跳
2325,3749,0,5,0.033581573198229686,1.3283024140029753,0.10812380726952142,0.2273969481749163,-0.0031746298223819247,0.0,0.1366076062686178,0.1366076062686178,0.9669760286868245,Facebook,5+跳
1937,720,0,7,0.08518934599799308,1.176443349994504,0.16206787425972635,0.48953301127214166,-0.013289760348583757,0.0,0.20752744580437635,0.20752744580437635,0.9183383842404678,Facebook,5+跳
2089,771,0,7,0.11341175665422355,1.3613432790681532,0.19949949663029543,0.7364994425863991,-0.0027524468285339276,0.0,0.09478039467632368,0.09478039467632368,0.8927829750920611,Facebook,5+跳
301,3805,0,5,0.1564555895577541,1.322610166905104,0.20627315172113647,0.711111111111111,-0.050000000000000044,0.0,0.30873222319457455,0.30873222319457455,0.8551694953150845,Facebook,5+跳
